Twice-daily insulin degludec/insulin aspart provides superior fasting plasma glucose control and a reduced rate of hypoglycaemia compared with biphasic insulin aspart 30 in insulin-naïve adults with Type 2 diabetes.;/pubmed/26435365;Franek E, Haluzík M, Canecki Varžić S, Sargin M, Macura S, Zacho J, Christiansen JS.;Diabet Med. 2016 Apr;;;;;;;;;;;;;;;
IL-10 gene transfer upregulates arcuate POMC and ameliorates hyperphagia; obesity and diabetes by substituting for leptin.;/pubmed/26435324;Nakata M, Yamamoto S, Okada T, Gantulga D, Okano H, Ozawa K, Yada T.;Int J Obes (Lond). 2016 Mar;;;;;;;;;;;;;;
Retracted: Impact of Type 2 diabetes prevention programmes based on risk identification and lifestyle intervention intensity strategies: a cost-effectiveness analysis.;/pubmed/26435275;[No authors listed];Diabet Med. 2016 Aug;;;;;;;;;;;;;;;
Diabetes and ageing-induced vascular inflammation.;/pubmed/26435167;Assar ME, Angulo J, Rodríguez-Mañas L.;J Physiol. 2016 Apr 15;;;;;;;;;;;;;;;
Response to Donovan et al. Does exposure to hyperglycaemia in utero increase the risk of obesity and diabetes in the offspring? A critical reappraisal.;/pubmed/26435160;Bhattarai MD.;Diabet Med. 2016 May;;;;;;;;;;;;;;;
Impact of insulin initiation on glycaemic variability and glucose profiles in a primary healthcare Type 2 diabetes cohort: analysis of continuous glucose monitoring data from the INITIATION study.;/pubmed/26435033;Manski-Nankervis J, Yates CJ, Blackberry I, Furler J, Ginnivan L, Cohen N, Jenkins A, Vasanthakumar S, Gorelik A, Young D, Best J, O'Neal D.;Diabet Med. 2016 Jun;;;;;;;;;;;;;;;
AMG 151 (ARRY-403); a novel glucokinase activator; decreases fasting and postprandial glycaemia in patients with type 2 diabetes.;/pubmed/26434934;Katz L, Manamley N, Snyder WJ, Dodds M, Agafonova N, Sierra-Johnson J, Cruz M, Kaur P, Mudaliar S, Raskin P, Kewalramani R, Pellacani A.;Diabetes Obes Metab. 2016 Feb;;;;;;;;;;;;;
GGPPS-mediated Rab27A geranylgeranylation regulates β cell dysfunction during type 2 diabetes development by affecting insulin granule docked pool formation.;/pubmed/26434932;Jiang S, Shen D, Jia WJ, Han X, Shen N, Tao W, Gao X, Xue B, Li CJ.;J Pathol. 2016 Jan;;;;;;;;;;;;;;;
Evaluation of immunogenicity of LY2963016 insulin glargine compared with Lantus® insulin glargine in patients with type 1 or type 2 diabetes mellitus.;/pubmed/26434665;Ilag LL, Deeg MA, Costigan T, Hollander P, Blevins TC, Edelman SV, Konrad RJ, Ortmann RA, Pollom RK, Huster WJ, Zielonka JS, Prince MJ.;Diabetes Obes Metab. 2016 Feb;;;;;;;;;;;;;;;
Early renin-angiotensin system intervention is more beneficial than late intervention in delaying end-stage renal disease in patients with type 2 diabetes.;/pubmed/26434564;Schievink B, Kröpelin T, Mulder S, Parving HH, Remuzzi G, Dwyer J, Vemer P, de Zeeuw D, Lambers Heerspink HJ.;Diabetes Obes Metab. 2016 Jan;;;;;;;;;;;;;;;
Type 2 diabetes and leucocyte DNA methylation: an epigenome-wide association study in over 1;500 older adults.;/pubmed/26433941;Florath I, Butterbach K, Heiss J, Bewerunge-Hudler M, Zhang Y, Schöttker B, Brenner H.;Diabetologia. 2016 Jan;;;;;;;;;;;;;;
Sitagliptin use and risk of acute pancreatitis in type 2 diabetes mellitus: A population-based case-control study in Taiwan.;/pubmed/26433909;Liao KF, Lin CL, Lai SW, Chen WC.;Eur J Intern Med. 2016 Jan;;;;;;;;;;;;;;;
Increased serum gamma-glutamyltransferase levels are associated with ventricular instability in type 2 diabetes.;/pubmed/26433737;Wang K, Li L, Wu Y, Yang Y, Chen J, Zhang D, Liu Z, Xu J, Cao M, Mao X, Liu C.;Endocrine. 2016 Apr;;;;;;;;;;;;;;;
[Testosterone deficiency; metabolic syndrome and diabetes mellitus].;/pubmed/26433309;Fernández-Miró M, Chillarón JJ, Pedro-Botet J.;Med Clin (Barc). 2016 Jan 15;;;;;;;;;;;;;;
Short-term and long-term effects of dipeptidyl peptidase-4 inhibitors in type 2 diabetes mellitus patients with renal impairment: a meta-analysis of randomized controlled trials.;/pubmed/26433213;Li R, Wang R, Li H, Sun S, Zou M, Cheng G.;Diabetes Metab Res Rev. 2016 Sep;;;;;;;;;;;;;;;
Effect of a structured diabetes education programme in primary care on hospitalizations and emergency department visits among people with Type 2 diabetes mellitus: results from the Patient Empowerment Programme.;/pubmed/26433212;Wong CK, Wong WC, Wan YF, Chan AK, Chan FW, Lam CL.;Diabet Med. 2016 Oct;;;;;;;;;;;;;;;
Low alanine aminotransferase levels and higher number of cardiovascular events in people with Type 2 diabetes: analysis of the Fenofibrate Intervention and Event Lowering in Diabetes (FIELD) study.;/pubmed/26433207;Williams KH, Sullivan DR, Veillard AS, O'Brien R, George J, Jenkins AJ, Young S, Ehnholm C, Duffield A, Twigg SM, Keech AC.;Diabet Med. 2016 Mar;;;;;;;;;;;;;;;
Longitudinal circulating concentrations of long-chain polyunsaturated fatty acids in the third trimester of pregnancy in gestational diabetes.;/pubmed/26433139;Zhao JP, Levy E, Shatenstein B, Fraser WD, Julien P, Montoudis A, Spahis S, Xiao L, Nuyt AM, Luo ZC.;Diabet Med. 2016 Jul;;;;;;;;;;;;;;;
Does exposure to hyperglycaemia in utero increase the risk of obesity and diabetes in the offspring?;/pubmed/26433133;Donovan LE, Cundy T.;Diabet Med. 2016 May;;;;;;;;;;;;;;;
Economic evaluations of pharmacist-managed services in people with diabetes mellitus: a systematic review.;/pubmed/26433008;Wang Y, Yeo QQ, Ko Y.;Diabet Med. 2016 Apr;;;;;;;;;;;;;;;
Antioxidant treatment ameliorates experimental diabetes-induced depressive-like behaviour and reduces oxidative stress in brain and pancreas.;/pubmed/26432993;Réus GZ, Dos Santos MA, Abelaira HM, Titus SE, Carlessi AS, Matias BI, Bruchchen L, Florentino D, Vieira A, Petronilho F, Ceretta LB, Zugno AI, Quevedo J.;Diabetes Metab Res Rev. 2016 Mar;;;;;;;;;;;;;;;
Animal models for diabetes: Understanding the pathogenesis and finding new treatments.;/pubmed/26432954;King A, Bowe J.;Biochem Pharmacol. 2016 Jan 1;;;;;;;;;;;;;;;
Ryanodine receptor phosphorylation by CaMKII promotes spontaneous Ca(2+) release events in a rodent model of early stage diabetes: The arrhythmogenic substrate.;/pubmed/26432489;Sommese L, Valverde CA, Blanco P, Castro MC, Rueda OV, Kaetzel M, Dedman J, Anderson ME, Mattiazzi A, Palomeque J.;Int J Cardiol. 2016 Jan 1;;;;;;;;;;;;;;;
Diabetes mellitus and Takotsubo syndrome in two Spanish cohorts.;/pubmed/26432483;Madias JE.;Eur Heart J Acute Cardiovasc Care. 2016 Aug;;;;;;;;;;;;;;;
ENDOCRINOLOGY OF PREGNANCY: Gestational diabetes mellitus: definition; aetiological and clinical aspects.;/pubmed/26431552;Baz B, Riveline JP, Gautier JF.;Eur J Endocrinol. 2016 Feb;;;;;;;;;;;;;;
Approaches to treatment 2: Comparison of American Association of Clinical Endocrinologists (AACE) and American Diabetes Association (ADA) type 2 diabetes treatment guidelines.;/pubmed/26431291;Bloomgarden ZT, Handelsman Y.;J Diabetes. 2016 Jan;;;;;;;;;;;;;;;
Insulin receptor isoforms: an integrated view focused on gestational diabetes mellitus.;/pubmed/26431063;Westermeier F, Sáez T, Arroyo P, Toledo F, Gutiérrez J, Sanhueza C, Pardo F, Leiva A, Sobrevia L.;Diabetes Metab Res Rev. 2016 May;;;;;;;;;;;;;;;
The Consumption of Synbiotic Bread Containing Lactobacillus sporogenes and Inulin Affects Nitric Oxide and Malondialdehyde in Patients with Type 2 Diabetes Mellitus: Randomized; Double-Blind; Placebo-Controlled Trial.;/pubmed/26430929;Bahmani F, Tajadadi-Ebrahimi M, Kolahdooz F, Mazouchi M, Hadaegh H, Jamal AS, Mazroii N, Asemi S, Asemi Z.;J Am Coll Nutr. 2016 Aug;;;;;;;;;;;;;
Coadministration of alloxan and nicotinamide in rats produces biochemical changes in blood and pathological alterations comparable to the changes in type II diabetes mellitus.;/pubmed/26429928;Vattam KK, Raghavendran H, Murali MR, Savatey H, Kamarul T.;Hum Exp Toxicol. 2016 Aug;;;;;;;;;;;;;;;
Diabetes as a model for the disparate public response to acute versus chronic diseases.;/pubmed/26429783;Bergman M, Lonier J, Fink D.;Endocrine. 2016 Mar;;;;;;;;;;;;;;;
Connectivity; contest and the ties of self-management support for type 2 diabetes: a meta-synthesis of qualitative literature.;/pubmed/26429546;Foss C, Knutsen I, Kennedy A, Todorova E, Wensing M, Lionis C, Portillo MC, Serrano-Gil M, Koetsenruijter J, Mujika A, Rogers A.;Health Soc Care Community. 2016 Nov;;;;;;;;;;;;;;
Adherence to NICE guidance on glucagon-like peptide-1 receptor agonists among patients with type 2 diabetes mellitus: an evaluation using the Clinical Practice Research Datalink.;/pubmed/26428701;Jameson K, D'Oca K, Leigh P, Murray-Thomas T.;Curr Med Res Opin. 2016;;;;;;;;;;;;;;;
Use of communication technologies by people with type 1 diabetes in the social networking era. A chance for improvement.;/pubmed/26428527;Giménez-Pérez G, Recasens A, Simó O, Aguas T, Suárez A, Vila M, Castells I.;Prim Care Diabetes. 2016 Apr;;;;;;;;;;;;;;;
The impact of having both cancer and diabetes on patient-reported outcomes: a systematic review and directions for future research.;/pubmed/26428396;Vissers PA, Falzon L, van de Poll-Franse LV, Pouwer F, Thong MS.;J Cancer Surviv. 2016 Apr;;;;;;;;;;;;;;;
Choroidal thickness in diabetic retinopathy in relation to long-term systemic treatments for diabetes mellitus.;/pubmed/26428217;Kase S, Endo H, Yokoi M, Kotani M, Katsuta S, Takahashi M, Kase M.;Eur J Ophthalmol. 2016 Mar-Apr;;;;;;;;;;;;;;;
Re: Ambient Air Pollution and Early Manifestation of Type 1 Diabetes.;/pubmed/26427722;Muirhead CR, Cheetham TD, McNally RJ.;Epidemiology. 2016 Jan;;;;;;;;;;;;;;;
Needle-free nasal delivery of glucagon for treatment of diabetes-related severe hypoglycemia: toxicology of polypropylene resin used in delivery device.;/pubmed/26426957;Reno FE, Edwards CN, Bendix Jensen M, Török-Bathó M, Esdaile DJ, Piché C, Triest M, Carballo D.;Cutan Ocul Toxicol. 2016 Sep;;;;;;;;;;;;;;;
Regarding: Diabetic macular ischaemia is associated with narrower retinal arterioles in patients with type 2 diabetes.;/pubmed/26426548;Grauslund J.;Acta Ophthalmol. 2016 Feb;;;;;;;;;;;;;;;
Infection of Penile Prostheses in Patients with Diabetes Mellitus.;/pubmed/26426099;Christodoulidou M, Pearce I.;Surg Infect (Larchmt). 2016 Feb;;;;;;;;;;;;;;;
G Protein-Coupled Bile Acid Receptor TGR5 Activation Inhibits Kidney Disease in Obesity and Diabetes.;/pubmed/26424786;Wang XX, Edelstein MH, Gafter U, Qiu L, Luo Y, Dobrinskikh E, Lucia S, Adorini L, D'Agati VD, Levi J, Rosenberg A, Kopp JB, Gius DR, Saleem MA, Levi M.;J Am Soc Nephrol. 2016 May;;;;;;;;;;;;;;;
Disturbance of autophagic pathway may be involved in the diabetes-induced oxidative response in brain.;/pubmed/26424771;Zhu B, Hua F, Yang C.;Hum Exp Toxicol. 2016 Jul;;;;;;;;;;;;;;;
Treatment satisfaction in type 2 diabetes patients taking empagliflozin compared with patients taking glimepiride.;/pubmed/26424170;Chirila C, Zheng Q, Davenport E, Kaschinski D, Pfarr E, Hach T, Palencia R.;Qual Life Res. 2016 May;;;;;;;;;;;;;;;
Weight gain and changes in plasma adiponectin and leptin concentrations after 12-month insulin intensive therapy for Chinese male patients with newly diagnosed type 2 diabetes.;/pubmed/26422807;Zhang Q, Zhao X, Chen M, Fang Z, Chen Y, Wang Y.;Obes Res Clin Pract. 2016 Sep - Oct;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
First-Trimester Placental Growth Factor in Screening for Gestational Diabetes.;/pubmed/26421599;Mosimann B, Amylidi S, Risch L, Wiedemann U, Surbek D, Baumann M, Stettler C, Raio L.;Fetal Diagn Ther. 2016;;;;;;;;;;;;;;;
Naringin Mitigates Cardiac Hypertrophy by Reducing Oxidative Stress and Inactivating c-Jun Nuclear Kinase-1 Protein in Type I Diabetes.;/pubmed/26421421;Adebiyi AO, Adebiyi OO, Owira PM.;J Cardiovasc Pharmacol. 2016 Feb;;;;;;;;;;;;;;;
Protein Biomarkers for Insulin Resistance and Type 2 Diabetes Risk in Two Large Community Cohorts.;/pubmed/26420861;Nowak C, Sundström J, Gustafsson S, Giedraitis V, Lind L, Ingelsson E, Fall T.;Diabetes. 2016 Jan;;;;;;;;;;;;;;;
Increasing incidence of type 1 diabetes among Korean children and adolescents: analysis of data from a nationwide registry in Korea.;/pubmed/26420382;Kim JH, Lee CG, Lee YA, Yang SW, Shin CH.;Pediatr Diabetes. 2016 Nov;;;;;;;;;;;;;;;
Metabolomics in childhood diabetes.;/pubmed/26420304;Frohnert BI, Rewers MJ.;Pediatr Diabetes. 2016 Feb;;;;;;;;;;;;;;;
Validation of WHOQOL-BREF in Malayalam and Determinants of Quality of Life Among People With Type 2 Diabetes in Kerala; India.;/pubmed/26419636;Sreedevi A, Cherkil S, Kuttikattu DS, Kamalamma L, Oldenburg B.;Asia Pac J Public Health. 2016 Jan;;;;;;;;;;;;;;
Effects of Caffeine and Lycopene in Experimentally Induced Diabetes Mellitus.;/pubmed/26418913;Ozmen O, Topsakal S, Haligur M, Aydogan A, Dincoglu D.;Pancreas. 2016 Apr;;;;;;;;;;;;;;;
Increased Serum Insulin Exposure Does Not Affect Age or Stage of Pancreatic Adenocarcinoma Diagnosis in Patients With Diabetes Mellitus.;/pubmed/26418902;Chao DT, Shah NH, Zeh HJ 3rd, Bahary N, Whitcomb DC, Brand RE.;Pancreas. 2016 Feb;;;;;;;;;;;;;;;
Prevalence of hypertriglyceridemic waist and association with risk of type 2 diabetes mellitus: a meta-analysis.;/pubmed/26417844;Ren Y, Luo X, Wang C, Yin L, Pang C, Feng T, Wang B, Zhang L, Li L, Yang X, Zhang H, Zhao J, Hu D.;Diabetes Metab Res Rev. 2016 May;;;;;;;;;;;;;;;
Effect of full-mouth disinfection on insulin sensitivity in type 2 diabetes patients with and without chronic periodontitis.;/pubmed/26417619;Srirangarajan S, Setty R, Satyanarayan A, Shetty S.;Quintessence Int. 2016 Feb;;;;;;;;;;;;;;;
Diabetes and Aortic Aneurysm.;/pubmed/26416819;Golledge J, Cooper ME, Chai Z.;Angiology. 2016 Jul;;;;;;;;;;;;;;;
Smoking affects the oral glucose tolerance test profile and the relationship between glucose and HbA1c in gestational diabetes mellitus.;/pubmed/26416345;Aulinas A, Colom C, García Patterson A, Ubeda J, María MA, Orellana I, Adelantado JM, de Leiva A, Corcoy R.;Diabet Med. 2016 Sep;;;;;;;;;;;;;;;
Canagliflozin treatment of Hispanic and non-Hispanic patients with type 2 diabetes in a US managed care setting.;/pubmed/26414434;Chow W, Buysman E, Rupnow MF, Aguilar R, Henk HJ.;Curr Med Res Opin. 2016;;;;;;;;;;;;;;;
Societal costs of diabetes mellitus in Denmark.;/pubmed/26414087;Sortsø C, Green A, Jensen PB, Emneus M.;Diabet Med. 2016 Jul;;;;;;;;;;;;;;;
Microvesicles but Not Exosomes from Pathfinder Cells Stimulate Functional Recovery of the Pancreas in a Mouse Streptozotocin-Induced Diabetes Model.;/pubmed/26414011;McGuinness D, Anthony DF, Moulisova V, MacDonald AI, MacIntyre A, Thomson J, Nag A, Davies RW, Shiels PG.;Rejuvenation Res. 2016 Jun;;;;;;;;;;;;;;;
A critical review of low-carbohydrate diets in people with Type 2 diabetes.;/pubmed/26413954;van Wyk HJ, Davis RE, Davies JS.;Diabet Med. 2016 Feb;;;;;;;;;;;;;;;
Evaluation of the long-term cost-effectiveness of liraglutide therapy for patients with type 2 diabetes in France.;/pubmed/26413789;Roussel R, Martinez L, Vandebrouck T, Douik H, Emiel P, Guery M, Hunt B, Valentine WJ.;J Med Econ. 2016;;;;;;;;;;;;;;;
Comparing mortality between coronary artery bypass grafting and percutaneous coronary intervention with drug-eluting stents in elderly with diabetes and multivessel coronary disease.;/pubmed/26412228;Naito R, Miyauchi K, Konishi H, Tsuboi S, Ogita M, Dohi T, Kajimoto K, Kasai T, Tamura H, Okazaki S, Isoda K, Yamamoto T, Amano A, Daida H.;Heart Vessels. 2016 Sep;;;;;;;;;;;;;;;
Relationship between preoperative hemoglobin A1c levels and long-term mortality after coronary artery bypass grafting in patients with type 2 diabetes mellitus.;/pubmed/26411993;Kuhl J, Sartipy U, Eliasson B, Nyström T, Holzmann MJ.;Int J Cardiol. 2016 Jan 1;;;;;;;;;;;;;;;
Approach to diabetes management in patients with CVD.;/pubmed/26411567;Lathief S, Inzucchi SE.;Trends Cardiovasc Med. 2016 Feb;;;;;;;;;;;;;;;
The 2015 IWGDF guidance documents on prevention and management of foot problems in diabetes: development of an evidence-based global consensus.;/pubmed/26409930;Bakker K, Apelqvist J, Lipsky BA, Van Netten JJ;;;;;;;;;;;;;;;;
Oxidative stress; type 2 diabetes and vitamin D: past; present and future.;/pubmed/26409185;Nikooyeh B, Neyestani TR.;Diabetes Metab Res Rev. 2016 Mar;;;;;;;;;;;;;
Association between uric acid; cancer incidence and mortality in patients with type 2 diabetes: Shanghai diabetes registry study.;/pubmed/26409171;Deng Z, Gu Y, Hou X, Zhang L, Bao Y, Hu C, Jia W.;Diabetes Metab Res Rev. 2016 Mar;;;;;;;;;;;;;;
Risk of severe hypoglycemia in sulfonylurea-treated patients from diabetes centers in Germany/Austria: How big is the problem? Which patients are at risk?;/pubmed/26409039;Schloot NC, Haupt A, Schütt M, Badenhoop K, Laimer M, Nicolay C, Reaney M, Fink K, Holl RW.;Diabetes Metab Res Rev. 2016 Mar;;;;;;;;;;;;;;;
Association of parental history of type 2 diabetes with age; lifestyle; anthropometric factors; and clinical severity at type 2 diabetes diagnosis: results from the DD2 study.;/pubmed/26408959;Svensson E, Berencsi K, Sander S, Mor A, Rungby J, Nielsen JS, Friborg S, Brandslund I, Christiansen JS, Vaag A, Beck-Nielsen H, Sørensen HT, Thomsen RW.;Diabetes Metab Res Rev. 2016 Mar;;;;;;;;;;;;
T-cell receptor repertoire variation may be associated with type 2 diabetes mellitus in humans.;/pubmed/26408818;Frankl JA, Thearle MS, Desmarais C, Bogardus C, Krakoff J.;Diabetes Metab Res Rev. 2016 Mar;;;;;;;;;;;;;;;
Correlations between endothelial function in the systemic and cerebral circulation and insulin resistance in type 2 diabetes mellitus.;/pubmed/26408643;Prakash K, Chandran DS, Khadgawat R, Jaryal AK, Deepak KK.;Diab Vasc Dis Res. 2016 Jan;;;;;;;;;;;;;;;
Heterogenous patterns of recovery of thirst in adult patients with adipsic diabetes insipidus.;/pubmed/26408571;Cuesta M, Gupta S, Salehmohamed R, Dineen R, Hannon MJ, Tormey W, Thompson CJ.;QJM. 2016 May;;;;;;;;;;;;;;;
Endurance; interval sprint; and resistance exercise training: impact on microvascular dysfunction in type 2 diabetes.;/pubmed/26408541;Olver TD, Laughlin MH.;Am J Physiol Heart Circ Physiol. 2016 Feb 1;;;;;;;;;;;;;
Depression and anxiety in pregnant women with diabetes or mild hyperglycemia.;/pubmed/26408004;Marquesim NA, Cavassini AC, Morceli G, Magalhães CG, Rudge MV, Calderon Ide M, Kron MR, Lima SA.;Arch Gynecol Obstet. 2016 Apr;;;;;;;;;;;;;;;
Tele-ophthalmology: Opportunities for improving diabetes eye care in resource- and specialist-limited Sub-Saharan African countries.;/pubmed/26407990;Matimba A, Woodward R, Tambo E, Ramsay M, Gwanzura L, Guramatunhu S.;J Telemed Telecare. 2016 Jul;;;;;;;;;;;;;;;
Gender Differences in the Response to Impaired Sleep in Adults with Diabetes.;/pubmed/26406786;Chasens ER, Morris JL, Strollo PJ Jr, Sereika SM, Burke LE, Korytkowski M.;Behav Sleep Med. 2016 Jul-Aug;;;;;;;;;;;;;;;
The importance of the Non Obese Diabetic (NOD) mouse model in autoimmune diabetes.;/pubmed/26403950;Pearson JA, Wong FS, Wen L.;J Autoimmun. 2016 Jan;;;;;;;;;;;;;;;
Intuitive eating is associated with glycaemic control in adolescents with type I diabetes mellitus.;/pubmed/26403933;Wheeler BJ, Lawrence J, Chae M, Paterson H, Gray AR, Healey D, Reith DM, Taylor BJ.;Appetite. 2016 Jan 1;;;;;;;;;;;;;;;
Irisin improves fatty acid oxidation and glucose utilization in type 2 diabetes by regulating the AMPK signaling pathway.;/pubmed/26403433;Xin C, Liu J, Zhang J, Zhu D, Wang H, Xiong L, Lee Y, Ye J, Lian K, Xu C, Zhang L, Wang Q, Liu Y, Tao L.;Int J Obes (Lond). 2016 Mar;;;;;;;;;;;;;;;
Potential therapeutic value of TRPV1 and TRPA1 in diabetes mellitus and obesity.;/pubmed/26403087;Derbenev AV, Zsombok A.;Semin Immunopathol. 2016 May;;;;;;;;;;;;;;;
ADIPSIC DIABETES INSIPIDUS: A REVIEW.;/pubmed/26401579;Eisenberg Y, Frohman LA.;Endocr Pract. 2016 Jan;;;;;;;;;;;;;;;
